Player,Site,Hands,VPIP,PFR,CC,Limp nSB,3Bet nAI,F3Bet,WTSD no AI%,WWSF no AI,WS HU,LS HU,WN HU,LN HU,Bet R HU,Fold to R Bet HU,All-In Adj BB/100,EV -60bb,NonSD,BB Won,Cluster
Lindormen,888 Poker,282,27.14,11.31,13.95,6.78,1.59,50.0,36.17,29.79,20.0,10.0,10.0,60.0,30.77,40.0,-39.85,-23.34,-41.68,-65.19,1
SonicDMx,888 Poker,282,31.75,10.82,22.5,17.89,0.0,25.0,34.62,48.72,30.61,12.24,24.49,32.65,32.14,33.33,36.52,42.84,-9.24,86.23,14
NWO_SCUM,888 Poker,282,33.94,22.26,8.89,0.0,1.59,62.5,27.94,38.24,18.18,21.21,45.45,15.15,33.33,33.33,10.43,-0.83,-31.79,129.94,19
hey_wtf,888 Poker,282,38.93,12.19,24.0,32.23,2.94,0.0,30.67,34.67,14.81,14.81,33.33,37.04,46.67,60.0,-182.22,300.75,9.12,-532.54,15
pschill666,888 Poker,282,11.51,2.97,4.17,13.01,0.0,0.0,34.78,56.52,80.0,0.0,0.0,20.0,40.0,50.0,20.29,16.84,-16.86,90.4,14
Jailbird90,888 Poker,282,28.83,15.5,11.11,13.91,8.97,25.0,40.0,42.22,22.22,22.22,38.89,16.67,42.86,40.0,-53.32,-44.99,-5.77,-137.29,19
JuliusLT,888 Poker,282,35.11,15.52,35.0,2.7,0.0,0.0,31.76,30.59,22.22,18.52,29.63,29.63,35.29,25.0,-26.9,17.6,-36.36,24.77,14
porkpie48,888 Poker,282,20.43,9.43,1.82,15.13,0.0,0.0,25.0,31.25,10.53,15.79,26.32,47.37,50.0,50.0,5.26,6.76,-22.23,3.36,17
Zyla112,888 Poker,282,58.36,11.4,51.28,46.28,1.52,0.0,33.33,45.71,12.77,12.77,51.06,23.4,78.95,75.0,16.92,49.41,-3.4,-62.76,12
BaldyBaldy04,888 Poker,282,27.6,18.66,16.33,0.0,3.95,25.0,17.86,30.36,6.45,16.13,29.03,48.39,50.0,100.0,-26.42,-20.47,-21.77,-10.0,16
Sandmannegus,888 Poker,282,57.3,11.39,45.45,46.55,1.49,42.86,21.09,51.56,7.55,5.66,56.6,30.19,70.97,46.15,57.2,-84.95,-2.67,70.68,12
crotty666,888 Poker,281,37.77,12.59,24.44,13.82,6.1,0.0,34.88,43.02,21.28,19.15,34.04,25.53,70.59,42.86,-16.25,61.85,-16.44,-5.26,2
JosephDunn,888 Poker,281,23.57,9.19,8.11,9.62,1.69,0.0,32.76,48.28,24.0,12.0,36.0,28.0,33.33,49.5,-5.56,12.54,-3.19,22.0,14
Albandjur,888 Poker,281,72.56,31.75,61.36,25.45,3.28,0.0,42.51,50.3,18.92,22.97,43.24,14.86,56.9,26.67,-119.58,27.39,100.28,-496.3,2
Jacobvachon,888 Poker,281,57.91,8.46,38.64,55.64,3.61,66.67,20.16,58.14,13.51,10.81,45.95,29.73,73.33,33.33,-23.98,-16.35,12.94,30.9,12
KrsPrsns,888 Poker,281,31.29,18.98,6.67,0.83,9.09,60.0,20.83,40.28,11.11,3.7,48.15,37.04,38.46,100.0,-10.68,-29.31,-47.8,85.56,3
Hotboxjoe95,888 Poker,281,29.03,15.87,7.32,8.11,1.61,66.67,28.57,44.64,13.04,13.04,56.52,17.39,50.0,0.0,8.92,8.92,4.49,146.85,11
TheSulifier,888 Poker,281,20.71,14.39,15.91,0.93,3.45,50.0,30.56,66.67,26.09,4.35,56.52,13.04,57.14,75.0,25.29,12.54,-12.21,148.12,0
MariaYasin,888 Poker,281,26.43,17.94,10.42,4.2,5.48,0.0,27.91,44.19,0.0,24.0,48.0,28.0,44.44,0.0,-38.97,-20.41,11.49,-336.44,11
FKSPOK,888 Poker,281,28.93,4.91,16.67,22.4,0.0,0.0,30.0,23.33,5.88,23.53,11.76,58.82,0.0,0.0,-40.5,-2.85,-17.82,-178.01,15
Storenas,888 Poker,281,47.12,36.73,20.34,0.0,21.21,69.23,23.44,56.25,14.58,10.42,45.83,29.17,28.57,54.55,5.74,84.13,22.87,21.43,9
TigerS55,888 Poker,281,37.5,20.99,20.0,12.5,0.0,25.0,29.79,51.06,14.29,14.29,53.57,17.86,40.0,100.0,26.96,29.54,8.22,126.33,11
Boggiewokie,888 Poker,281,49.82,3.31,14.29,39.47,0.0,31.82,40.34,38.66,20.24,22.62,20.24,36.9,41.18,31.25,16.33,64.63,-29.0,250.96,12
lluckyy1,888 Poker,281,40.5,13.65,30.95,21.74,6.17,50.0,25.93,35.8,15.91,13.64,31.82,38.64,35.29,66.67,-5.73,35.31,-33.54,-56.26,13
GFontesRosin,888 Poker,281,25.27,13.6,13.95,0.0,7.41,33.33,29.51,29.51,13.04,26.09,30.43,30.43,50.0,40.0,-79.04,21.75,-28.08,-252.2,19
CC269,888 Poker,281,39.64,12.59,31.58,17.8,0.0,0.0,23.6,31.46,10.53,13.16,31.58,44.74,9.09,61.54,-24.13,10.07,-51.27,-103.88,13
julia0517,888 Poker,281,46.62,4.66,34.78,42.06,1.41,31.82,25.23,37.38,8.11,2.7,32.43,56.76,23.81,50.0,47.13,-32.28,-48.63,62.81,12
ASMARA78,888 Poker,281,18.93,8.76,9.52,0.94,0.0,33.33,17.65,33.33,13.64,13.64,40.91,31.82,40.0,75.0,14.42,15.55,-31.45,58.81,18
Cryptocanuck,888 Poker,281,70.0,16.54,56.76,63.79,9.68,0.0,33.59,35.88,16.67,26.67,25.0,31.67,50.0,56.25,-18.59,-94.68,-46.91,-312.32,12
WalidSpoons,888 Poker,281,19.29,13.64,8.89,0.0,0.0,33.33,25.81,32.26,21.43,14.29,21.43,42.86,50.0,0.0,-90.46,-60.08,-29.48,-244.94,14
LandoTufi,888 Poker,281,25.81,18.64,2.0,0.0,12.2,40.0,25.58,55.81,13.79,20.69,55.17,10.34,42.86,33.33,9.33,10.29,23.35,47.96,4
FaUn86,888 Poker,281,36.92,15.04,10.0,25.38,1.39,0.0,29.03,59.68,16.67,5.56,47.22,30.56,36.36,75.0,15.95,17.3,4.12,37.82,13
ShiOlga,888 Poker,281,29.54,21.61,4.08,0.85,4.17,40.0,28.26,43.48,13.04,21.74,34.78,30.43,62.5,66.67,-0.41,-26.69,-2.74,100.09,11
JURRIJR,888 Poker,281,36.69,15.77,28.57,20.51,3.28,0.0,38.6,38.6,23.33,23.33,20.0,33.33,27.27,50.0,-10.95,-6.75,-5.22,-33.05,15
hollowayl123,888 Poker,281,36.43,23.7,25.0,5.69,4.62,22.22,26.76,52.11,10.81,18.92,43.24,27.03,70.59,33.33,36.46,-21.74,16.0,61.67,11
Rounder_X,888 Poker,281,34.77,17.45,23.26,5.83,6.85,33.33,21.33,49.33,13.04,8.7,56.52,21.74,83.33,20.0,-12.07,-93.77,39.39,16.85,11
nik.73,888 Poker,281,28.83,10.14,21.57,11.57,2.5,25.0,32.26,46.77,22.58,16.13,29.03,32.26,35.29,62.5,1.76,20.63,-11.34,11.8,14
TucaMaia1990,888 Poker,281,22.58,7.66,9.43,13.51,0.0,50.0,22.45,30.61,5.26,0.0,36.84,57.89,50.0,75.0,-78.91,-24.84,-16.35,-178.73,16
TIK88OK,888 Poker,280,35.61,23.44,10.61,0.0,16.13,33.33,20.9,43.28,11.63,11.63,41.86,34.88,28.57,50.0,49.57,52.22,-3.05,157.65,8
davodactylus,888 Poker,280,23.3,15.87,10.0,0.0,1.49,60.0,24.44,42.22,9.68,12.9,35.48,41.94,14.29,100.0,-0.35,2.41,-21.23,-4.35,16
Presto,888 Poker,280,34.66,3.36,25.0,27.2,0.0,20.0,19.48,33.77,11.43,5.71,34.29,48.57,66.67,60.0,53.36,-25.55,-40.25,202.03,13
BuddhaHelpMe,888 Poker,280,48.2,35.16,17.14,1.72,14.29,57.14,27.38,52.38,15.25,8.47,45.76,30.51,30.43,55.56,3.04,31.21,7.75,-19.11,9
Jakelangsko,888 Poker,280,29.64,9.19,10.0,14.75,1.59,0.0,19.7,42.42,9.68,6.45,45.16,38.71,60.0,49.5,0.35,4.02,-10.7,64.89,13
RafaelCulica,888 Poker,280,18.57,13.04,6.45,0.0,1.08,60.0,27.59,55.17,20.83,8.33,37.5,33.33,37.5,66.67,-7.25,15.13,-10.01,-48.44,16
Chelidoni,888 Poker,280,23.3,16.0,1.79,0.0,8.05,60.0,13.64,43.18,10.0,6.67,43.33,40.0,44.44,75.0,58.54,23.98,-10.56,330.73,3
Pacman87234,888 Poker,280,37.41,3.69,31.48,37.61,2.38,0.0,26.14,26.14,14.63,9.76,17.07,58.54,36.36,36.36,-11.02,24.31,-67.81,-155.32,15
Bill0019,888 Poker,280,56.47,6.88,36.73,46.79,5.19,33.33,32.79,41.8,27.66,12.77,25.53,34.04,44.74,55.0,6.15,13.91,-106.86,-271.97,12
W4rLuck1985K,888 Poker,280,23.57,6.83,2.5,15.45,0.0,31.82,14.29,20.41,8.33,0.0,25.0,66.67,62.5,83.33,-79.57,-36.58,-38.8,-481.63,17
bioocid,888 Poker,280,17.69,6.62,8.0,10.81,2.61,100.0,32.5,50.0,13.33,10.0,40.0,36.67,33.33,66.67,-16.14,-7.01,-34.68,-71.29,16
lpmonkeyboy,888 Poker,280,18.28,7.55,14.52,1.69,0.0,25.0,34.29,40.0,18.18,13.64,31.82,36.36,25.0,50.0,11.76,-3.47,-23.6,152.26,14
SamBrew1,888 Poker,280,15.77,11.58,7.5,0.0,0.0,31.82,22.22,16.67,33.33,0.0,0.0,66.67,0.0,49.5,-15.42,-15.42,-26.25,-58.7,1
Wowreally,888 Poker,280,41.52,14.29,40.43,13.16,0.0,0.0,33.72,37.21,9.76,19.51,29.27,41.46,47.83,61.11,-62.3,-30.99,-31.88,-260.15,13
Henke1969,888 Poker,280,34.53,7.3,33.33,22.4,1.06,100.0,24.36,46.15,16.0,10.0,34.0,40.0,66.67,66.67,26.14,-8.6,-4.47,235.25,13
terraplana98,888 Poker,280,40.36,17.99,29.79,8.08,1.59,33.33,27.38,38.1,6.06,27.27,48.48,18.18,53.33,16.67,-175.78,4.96,-16.95,-662.17,11
markverde,888 Poker,280,31.65,16.12,8.89,11.02,13.92,55.56,23.21,51.79,11.76,8.82,44.12,35.29,57.14,66.67,45.26,16.18,21.68,290.96,8
Vasyl086,888 Poker,280,34.53,14.72,15.22,19.05,1.33,0.0,47.27,41.82,20.0,25.0,25.0,30.0,14.29,14.29,19.2,-35.37,-5.6,217.28,15
Hitman47111,888 Poker,280,50.54,20.07,38.6,11.71,1.22,28.57,30.56,28.7,1.92,23.08,34.62,40.38,38.89,16.67,-215.08,-125.28,0.11,-440.31,2
Danielfiapo,888 Poker,280,27.8,23.9,8.7,0.0,0.0,31.82,38.46,34.62,16.67,16.67,16.67,50.0,14.29,100.0,27.92,-52.98,9.92,392.93,1
Jericho1991,888 Poker,280,34.77,6.59,22.58,29.82,0.0,0.0,22.37,25.0,20.93,11.63,13.95,53.49,44.44,62.5,21.62,-39.23,-57.99,23.18,15
nik_franz,888 Poker,280,9.35,4.33,0.0,0.0,0.0,31.82,31.58,42.11,57.14,0.0,14.29,28.57,33.33,0.0,5.6,16.32,-23.27,5.65,14
misskrystal4,888 Poker,280,60.79,13.18,46.15,50.82,1.47,66.67,29.92,43.31,23.64,5.45,30.91,40.0,88.46,41.67,-19.45,-3.85,-36.46,-30.57,12
Tortillas14,888 Poker,280,18.93,3.65,13.11,20.35,0.0,31.82,18.18,42.42,10.0,20.0,30.0,40.0,60.0,66.67,-8.46,-6.87,-18.2,69.9,13
dailydono,888 Poker,280,18.64,14.29,8.33,0.0,1.39,42.86,41.18,23.53,0.0,50.0,16.67,33.33,33.33,49.5,-47.71,-35.16,-19.42,-65.08,19
heidekind15,888 Poker,280,11.79,6.32,2.13,2.46,0.0,31.82,5.88,35.29,0.0,0.0,33.33,66.67,46.08,49.5,-3.36,-2.26,-18.5,15.77,16
Santiago3301,888 Poker,279,18.28,9.03,10.71,0.0,2.78,50.0,44.44,35.56,20.0,20.0,30.0,30.0,44.44,66.67,36.07,52.46,-48.9,-33.99,14
VIVALDO888,888 Poker,279,35.13,22.59,16.67,9.24,2.82,0.0,27.78,33.33,14.29,14.29,33.33,38.1,50.0,100.0,-112.19,-5.82,14.45,-635.94,6
SYSTEM3RROR,888 Poker,279,21.98,6.34,16.67,9.52,0.0,31.82,23.64,23.64,21.05,10.53,15.79,52.63,36.36,50.0,-2.5,-75.75,-30.96,3.15,17
ZigZagZiggs,888 Poker,279,37.55,12.13,20.41,28.93,11.76,25.0,18.52,53.09,8.11,16.22,45.95,29.73,76.92,40.0,-40.91,-33.97,35.42,37.5,2
mrphslw,888 Poker,279,27.6,24.36,4.35,0.0,11.01,28.57,14.63,58.54,0.0,11.54,73.08,15.38,83.33,0.0,22.15,-6.08,41.27,85.05,11
FERREIRA2250,888 Poker,279,28.42,19.33,0.0,0.0,3.39,25.0,22.22,44.44,10.71,14.29,42.86,32.14,53.33,75.0,-36.81,-8.38,-0.16,-164.88,11
Badpennycoop,888 Poker,279,19.2,10.58,7.5,5.47,0.0,40.0,30.23,37.21,40.0,4.0,4.0,52.0,20.0,42.86,2.27,-5.81,-39.64,6.28,1
Proteina62,888 Poker,279,27.34,17.36,7.32,0.88,3.39,16.67,26.56,45.31,14.29,10.71,42.86,32.14,58.33,0.0,-32.83,-67.13,6.94,-61.74,11
Didigee58xx,888 Poker,279,55.04,15.5,36.59,42.99,6.9,0.0,32.28,29.13,19.61,17.65,23.53,39.22,36.67,66.67,18.65,-51.69,-79.79,2.18,12
fullmetalac1,888 Poker,279,12.59,4.12,6.12,9.65,0.0,0.0,30.56,33.33,21.43,0.0,21.43,57.14,66.67,66.67,-29.82,-32.85,-47.73,-52.41,17
BernardRoe,888 Poker,279,51.09,19.49,39.02,32.41,8.33,0.0,46.85,53.15,8.82,32.35,50.0,8.82,80.0,66.67,68.52,-49.33,100.55,115.46,2
Dogmom96,888 Poker,279,21.66,6.79,7.02,11.32,1.33,0.0,37.74,43.4,13.64,18.18,36.36,31.82,56.25,0.0,22.87,-0.71,-29.15,92.99,13
EskilerAA,888 Poker,279,20.22,12.82,8.33,0.0,3.95,50.0,29.73,45.95,20.0,15.0,20.0,45.0,41.67,100.0,32.08,11.77,-8.91,61.29,1
Resset,888 Poker,279,49.09,12.45,37.93,43.09,2.82,0.0,31.0,39.0,12.7,19.05,31.75,36.51,20.0,50.0,-3.17,2.11,-6.94,60.12,12
tatu5167,888 Poker,279,31.16,10.84,8.33,25.93,0.0,31.82,22.45,38.78,4.55,13.64,36.36,45.45,100.0,100.0,-25.91,-25.91,-16.44,-149.81,13
Timboslice14,888 Poker,279,43.37,12.41,33.33,33.93,5.08,31.82,34.62,37.18,22.22,14.81,25.93,37.04,31.25,37.5,-27.41,-58.97,-32.23,53.36,15
crimaldiv34,888 Poker,279,48.36,8.61,23.53,41.8,0.0,0.0,22.55,40.2,12.5,8.33,43.75,35.42,52.38,42.86,24.8,3.26,-14.94,129.65,12
HakkeDrengen,888 Poker,279,42.09,28.95,23.91,0.0,4.11,20.0,28.33,50.0,15.79,15.79,44.74,23.68,53.85,33.33,-9.64,-14.84,10.2,-148.92,9
MsBlue,888 Poker,279,29.03,4.3,21.43,30.93,0.0,31.82,38.03,36.62,28.0,4.0,12.0,56.0,21.43,20.0,-62.5,-98.18,-2.03,-203.34,17
gm_ctba,888 Poker,279,23.3,17.58,2.94,0.88,7.37,25.0,27.5,62.5,18.52,11.11,44.44,25.93,33.33,100.0,20.89,43.43,13.67,37.89,3
guerreiro51,888 Poker,279,29.75,2.53,20.83,28.95,4.26,31.82,32.14,42.86,12.9,16.13,29.03,41.94,63.64,46.15,27.79,31.7,-28.44,92.25,13
joeydl9,888 Poker,279,19.49,11.83,8.16,0.0,0.0,42.86,16.67,36.67,6.25,0.0,43.75,50.0,33.33,75.0,7.78,2.2,-26.14,61.14,16
Hxrry.w,888 Poker,279,22.38,19.83,2.13,0.0,0.0,25.0,50.0,27.78,11.11,55.56,11.11,22.22,0.0,75.0,-0.33,-0.33,-8.4,-94.63,19
Bear7102,888 Poker,279,19.86,14.29,6.12,0.0,0.0,66.67,30.56,41.67,19.05,9.52,23.81,47.62,25.0,100.0,-10.6,2.03,-26.52,12.4,16
lujandecuyo2,888 Poker,279,17.88,11.83,10.34,3.03,2.53,25.0,13.79,41.38,0.0,6.25,43.75,50.0,20.0,83.33,-8.83,-8.17,-13.93,-81.27,16
Bandit9222,888 Poker,279,26.62,14.29,17.91,3.23,2.04,16.67,25.64,33.33,21.05,15.79,31.58,31.58,85.71,33.33,-19.28,-22.51,-17.85,-18.68,19
wesdiazz,888 Poker,279,20.22,10.18,19.23,0.0,3.9,31.82,25.0,34.09,4.76,23.81,38.1,33.33,33.33,40.0,0.34,24.59,-12.38,-53.89,11
Odinandthor,888 Poker,279,45.68,8.15,37.84,43.75,0.0,31.82,36.78,34.48,17.14,14.29,17.14,51.43,30.0,62.5,-31.9,-34.56,-10.56,-150.42,12
Dana0118,888 Poker,279,34.91,20.0,21.28,5.13,1.43,33.33,31.88,52.17,9.3,18.6,46.51,25.58,60.0,16.67,19.72,52.83,28.92,38.79,11
snakejonsson,888 Poker,279,23.02,6.55,11.36,19.01,0.0,0.0,34.09,27.27,14.29,23.81,23.81,38.1,42.86,50.0,-141.57,-82.22,-37.91,-393.69,15
Silverfox954,888 Poker,278,56.83,11.19,37.88,46.9,6.17,0.0,27.05,32.79,10.2,14.29,36.73,38.78,61.54,66.67,22.29,-27.29,-130.74,178.61,12
JamesCamer0n,888 Poker,278,44.0,13.26,27.66,35.82,14.29,0.0,30.49,47.56,14.58,16.67,45.83,22.92,66.67,75.0,-88.26,-101.93,43.7,-101.55,2
Maloney7,888 Poker,278,30.58,7.49,22.58,25.86,0.0,50.0,28.99,33.33,19.05,14.29,28.57,38.1,60.0,66.67,10.74,9.76,-21.66,17.76,13
fsarruf14,888 Poker,278,19.42,6.62,10.2,4.76,1.39,100.0,11.36,40.91,0.0,5.56,50.0,44.44,66.67,33.33,36.78,44.15,-5.07,127.05,3
Graff11,888 Poker,278,21.9,8.81,12.77,9.91,0.0,100.0,13.21,49.06,7.69,3.85,69.23,19.23,66.67,25.0,8.06,-35.03,-18.76,176.14,0
Playaces,888 Poker,278,32.49,15.44,16.22,7.76,3.45,0.0,26.67,44.0,18.42,13.16,39.47,28.95,37.5,36.36,14.89,-1.0,0.89,-18.1,19
supersoftt,888 Poker,278,12.64,6.13,7.04,0.0,1.98,0.0,16.67,29.17,18.18,0.0,36.36,45.45,0.0,100.0,-6.92,-6.39,-14.51,-43.0,1
Petederby,888 Poker,278,41.16,1.49,44.44,46.15,2.17,31.82,40.35,33.33,16.67,16.67,11.9,54.76,22.22,41.18,-46.51,-75.74,-63.09,-159.24,15
sergiocsousa,888 Poker,278,20.65,13.86,12.82,2.46,1.64,33.33,22.22,36.11,4.17,20.83,37.5,37.5,37.5,0.0,-11.3,-8.78,-23.54,-40.42,11
Bosse1993,888 Poker,278,25.9,11.4,18.18,15.38,6.9,33.33,40.38,38.46,33.33,16.67,29.17,20.83,38.46,0.0,-21.7,13.93,-4.32,27.4,14
Deff10,888 Poker,278,62.77,0.37,50.0,66.36,0.0,31.82,28.66,47.56,10.61,13.64,42.42,33.33,92.68,41.67,103.66,53.43,50.18,370.36,12
new_crus,888 Poker,278,17.03,4.41,9.3,10.34,0.0,0.0,41.67,58.33,31.25,12.5,31.25,25.0,25.0,16.67,55.51,32.24,-6.84,171.9,14
voicu0704,888 Poker,278,58.55,20.59,33.33,29.06,15.25,0.0,35.77,50.41,21.15,21.15,38.46,19.23,59.38,33.33,79.21,266.43,73.45,-173.82,2
Enkeltjyv,888 Poker,278,29.5,19.56,9.62,0.0,5.43,40.0,25.0,35.42,11.43,14.29,34.29,40.0,36.36,40.0,-8.87,3.05,-15.49,-110.37,5
ConnorD,888 Poker,278,34.42,13.28,10.53,16.39,6.25,0.0,41.43,35.71,12.5,28.13,34.38,25.0,61.11,18.18,-90.78,-9.7,1.49,-321.74,2
RetrooWining,888 Poker,278,42.91,28.57,8.7,20.51,14.93,0.0,26.32,61.4,3.7,11.11,70.37,14.81,91.67,50.0,28.33,-12.24,42.12,-83.58,9
ElGuapoDK,888 Poker,278,18.84,7.64,6.67,10.89,6.67,31.82,28.57,44.9,4.76,19.05,52.38,23.81,55.56,33.33,-25.08,-28.96,-5.96,-209.37,11
dclsk13,888 Poker,278,16.61,10.74,4.76,0.0,3.03,31.82,22.22,40.74,7.69,23.08,30.77,38.46,50.0,40.0,-0.8,-0.15,-1.99,-29.43,18
BrazilNr.1,888 Poker,278,28.16,21.07,7.84,0.0,4.0,83.33,32.35,41.18,8.7,21.74,39.13,30.43,66.67,25.0,-41.57,16.91,7.48,-200.52,4
Darn82,888 Poker,278,30.07,10.23,24.53,22.86,2.25,0.0,27.27,30.91,7.41,18.52,22.22,51.85,55.56,0.0,-14.37,-21.94,-18.53,-116.2,13
Fulltilt12,888 Poker,278,32.85,12.6,16.33,14.29,4.23,0.0,25.37,26.87,5.88,11.76,29.41,52.94,62.5,83.33,-122.85,-42.23,-69.64,-366.36,13
Antogoggin,888 Poker,278,52.73,9.58,42.11,37.04,0.0,0.0,34.78,45.22,18.42,13.16,47.37,21.05,75.0,50.0,-23.71,39.67,-8.39,-67.41,2
TOJAVIP,888 Poker,278,22.74,12.92,14.55,2.46,8.97,50.0,14.29,47.62,11.11,0.0,72.22,16.67,66.67,49.5,-48.67,-18.36,2.47,-140.21,8
Zocki84,888 Poker,278,19.06,5.73,10.71,9.57,2.38,31.82,28.57,37.14,6.67,6.67,33.33,53.33,50.0,66.67,-12.65,-11.57,-25.09,-39.45,16
Allyd67,888 Poker,278,32.0,8.58,25.71,19.38,1.82,0.0,34.67,37.33,25.0,16.67,16.67,41.67,53.85,62.5,0.46,4.43,-20.5,84.99,15
sgt.pepper,888 Poker,278,23.64,10.94,9.26,9.43,0.0,0.0,32.0,48.0,20.83,4.17,33.33,41.67,11.11,100.0,30.26,-15.48,-14.64,120.11,17
OakCuthy43,888 Poker,278,42.24,24.18,28.57,1.64,8.57,42.86,43.75,50.0,30.23,18.6,27.91,23.26,52.0,22.22,46.99,125.41,15.93,46.74,19
OREYA,888 Poker,278,37.05,17.37,34.38,9.52,1.89,25.0,33.33,37.18,8.11,24.32,35.14,32.43,46.67,28.57,30.52,-17.65,-8.5,200.33,11
andreinech97,888 Poker,278,45.49,22.1,30.0,23.31,10.67,0.0,36.9,57.14,21.15,11.54,40.38,26.92,76.0,50.0,-0.01,18.42,56.55,-37.1,2
Trish399,888 Poker,278,24.55,9.16,15.91,13.53,1.64,0.0,27.78,40.74,12.5,12.5,29.17,45.83,58.33,100.0,-2.5,3.95,-23.39,-28.64,13
Villadsstink,888 Poker,278,36.82,14.44,29.63,12.09,4.11,33.33,28.57,40.26,16.67,12.5,41.67,29.17,23.08,38.46,-12.84,-2.25,-47.55,-6.93,6
LSPeuker,888 Poker,278,36.59,21.82,23.08,0.0,4.71,33.33,23.75,37.5,12.2,12.2,39.02,36.59,54.55,0.0,-85.99,-3.56,-23.83,-270.91,4
DaiTaylor,888 Poker,278,29.67,23.94,5.13,0.83,12.31,16.67,31.43,51.43,4.76,28.57,52.38,14.29,60.0,75.0,-64.99,-14.92,37.91,-443.06,9
BillyW3bby,888 Poker,278,33.33,10.45,6.45,14.96,9.09,16.67,23.61,50.0,2.94,17.65,64.71,14.71,84.62,0.0,69.63,54.16,38.42,-72.37,11
ARASCS,888 Poker,278,22.66,11.19,18.37,6.14,0.0,0.0,34.0,54.0,18.18,9.09,42.42,30.3,50.0,50.0,45.37,18.44,7.8,143.95,18
NPPOKER,888 Poker,278,38.04,25.1,11.32,0.84,6.33,22.22,16.98,43.4,3.03,9.09,51.52,36.36,80.0,60.0,-29.43,-24.18,34.45,-151.22,8
xPARISx,888 Poker,277,21.9,13.36,13.33,5.41,5.88,0.0,33.33,41.03,23.53,17.65,41.18,17.65,50.0,0.0,28.74,37.86,-14.28,155.55,19
Xtrabigs,888 Poker,277,16.61,1.15,15.69,12.9,0.0,31.82,43.18,34.09,27.27,9.09,9.09,54.55,37.5,25.0,-22.94,-8.48,-43.16,-80.32,17
92BlueBird,888 Poker,277,33.57,3.73,8.33,24.14,0.0,0.0,35.29,20.0,17.14,17.14,8.57,57.14,0.0,63.64,-57.49,-22.76,-84.22,-200.09,15
Hasles88,888 Poker,277,51.45,4.07,43.75,54.31,2.74,31.82,32.54,44.44,21.95,2.44,48.78,26.83,42.86,35.71,55.87,-39.87,-40.73,239.93,12
Mr_Kostuk,888 Poker,277,21.61,14.23,5.13,0.0,2.82,0.0,24.53,30.19,13.04,8.7,34.78,43.48,0.0,66.67,-32.95,24.95,-46.97,-105.95,16
ManoVin,888 Poker,277,30.66,15.24,20.51,0.0,4.23,33.33,20.29,42.03,13.89,5.56,30.56,50.0,66.67,100.0,11.09,-17.59,-10.03,108.72,16
NiklAAses,888 Poker,277,23.72,14.39,16.95,0.0,3.53,0.0,21.95,43.9,18.52,11.11,33.33,37.04,75.0,50.0,12.86,-13.16,1.23,39.49,18
skindog97,888 Poker,277,24.44,5.14,15.63,23.48,0.0,100.0,32.69,46.15,19.05,14.29,28.57,38.1,37.5,20.0,13.06,13.06,-15.76,6.84,13
Magilly1,888 Poker,277,26.45,9.56,18.6,10.61,3.95,0.0,25.0,48.08,15.38,7.69,42.31,34.62,55.56,0.0,-13.75,16.7,5.68,47.61,13
Lauchita28,888 Poker,277,14.18,7.89,0.0,0.0,2.63,100.0,33.33,33.33,8.33,25.0,8.33,58.33,16.67,100.0,52.93,2.52,-21.09,18.62,16
jollyface1,888 Poker,277,52.35,6.96,20.0,44.74,2.56,0.0,26.05,39.5,16.0,16.0,36.0,32.0,46.88,52.94,33.91,-19.27,39.77,78.67,12
Noelle93,888 Poker,277,62.27,4.56,41.18,68.5,0.0,0.0,15.52,37.93,8.47,3.39,44.07,44.07,61.11,62.5,9.66,58.03,-45.36,131.7,12
zotya516,888 Poker,277,29.09,8.43,18.92,21.77,0.0,31.82,32.08,43.4,17.39,8.7,39.13,34.78,40.0,0.0,18.76,20.95,-10.28,50.3,13
Doggyballs2,888 Poker,277,36.26,4.69,17.65,40.71,0.0,0.0,30.67,29.33,20.51,12.82,20.51,46.15,71.43,40.0,-28.42,-22.81,-27.09,-10.87,15
Tudi52,888 Poker,277,25.99,16.18,9.84,0.0,3.16,33.33,36.59,26.83,9.52,33.33,19.05,38.1,12.5,33.33,-28.62,-16.47,-11.3,-16.89,19
RexMorio,888 Poker,277,23.83,14.13,15.38,0.82,5.68,0.0,16.33,46.94,9.68,9.68,45.16,35.48,33.33,50.0,33.74,76.76,38.56,129.65,18
thatknob,888 Poker,277,38.6,24.52,20.0,3.28,0.0,16.67,22.58,35.48,7.32,9.76,39.02,43.9,16.67,71.43,-36.45,-36.19,-18.39,-85.94,6
Pruppen_Lind,888 Poker,277,38.27,24.91,21.43,3.85,14.0,0.0,32.39,42.25,13.16,15.79,42.11,28.95,40.0,50.0,-63.71,-24.67,-24.25,-260.93,9
Tessuto,888 Poker,277,16.0,6.74,16.36,2.59,1.35,0.0,8.11,37.84,0.0,11.76,52.94,35.29,50.0,100.0,-8.19,-24.96,1.95,3.44,18
Think_Twice_,888 Poker,277,21.01,11.11,12.12,2.56,1.09,25.0,33.33,47.22,27.27,13.64,27.27,31.82,36.36,50.0,17.44,17.76,8.77,21.72,14
ColdSun17,888 Poker,277,18.55,13.11,3.7,0.0,4.94,66.67,20.59,50.0,10.0,10.0,55.0,25.0,40.0,49.5,-11.02,-36.31,-6.6,33.01,0
OSebastian01,888 Poker,277,46.57,24.91,35.59,9.57,8.99,33.33,24.51,38.24,13.33,15.56,40.0,31.11,72.22,50.0,-107.54,28.68,18.71,-298.8,9
